occupation_id,category,specialty,nhs_band
2464,Medical & Dental,GP out of Hours,
2465,Medical & Dental,HIV/ID,
2466,Medical & Dental,Medicine / Surgery,
2467,Medical & Dental,Infectious Disease,
2468,Medical & Dental,Respiratory,Foundation Doctor
2469,Medical & Dental,Oral & Maxillofacial Surgery,Doctor - Other
2470,Medical & Dental,HIV Medicine,Consultant
2471,Medical & Dental,Eating Disorders Services,Specialty Registrar
2472,Medical & Dental,Gynae Oncology,Consultant
2473,Medical & Dental,SSC,Specialty Registrar
2474,Medical & Dental,Various Surgical Specialities,Doctor - Other
2475,Medical & Dental,"Clinical Gerontology, Elderly Care Medicine, Geriatrics",Consultant
2476,Medical & Dental,Dentistry,2
2477,Medical & Dental,Medical and Surgical Retina,Consultant
2478,Medical & Dental,Clincial Radiology,Consultant
2479,Medical & Dental,Child and Adolescent Mental Health,
2480,Medical & Dental,"Acute Medicine, Respiratory Medicine & Surgery",Foundation Doctor
2481,Medical & Dental,CAMHS Child and Adolescent Mental Health Services,Doctor - Other
2482,Medical & Dental,Foot & Ankle,Consultant
2483,Medical & Dental,Oral Health,Consultant
2484,Medical & Dental,LAS ST3+ Registrar,Specialty Registrar
2485,Medical & Dental,Specialty Doctor Urology,Specialty Doctor
2486,Medical & Dental,Burns Surgery,Consultant
2487,Medical & Dental,Liaison Psychiatry,
2488,Medical & Dental,Acute Psychiatry,
2489,Medical & Dental,General/Acute Medicine,Consultant
2490,Medical & Dental,Cancer Care Group,
2491,Medical & Dental,Anaesthisia,Consultant
2492,Medical & Dental,Oral and Maxillofacial Surgery,Specialty Doctor
2493,Medical & Dental,Orthogeriatric Meidicine,Doctor - Other
2494,Medical & Dental,Chest,
2495,Medical & Dental,Child health,
2496,Medical & Dental,endocrinology/GIM,Consultant
2497,Medical & Dental,"Orthopaedics, Surgery",Consultant
2498,Medical & Dental,Nuclear Medicine,
2499,Medical & Dental,nephrology,Consultant
2500,Medical & Dental,General Surgery / Trauma & Orthopaedics,Foundation Doctor
2501,Medical & Dental,Integrated Care Division,
2502,Medical & Dental,OTOLARYNGOLOGY,Consultant
2503,Medical & Dental,Dermatopathology,Consultant
2504,Medical & Dental,Acute Physician,Consultant
2505,Medical & Dental,OBSTETRICS & GYNAECOLOGY,Specialty Doctor
2506,Medical & Dental,Arthroplasty,Consultant
2507,Medical & Dental,Nursing,
2508,Medical & Dental,Medical Surgery,
2509,Medical & Dental,Thoracic Surgery,
2510,Medical & Dental,Cardiothoracic,Doctor - Other
2511,Medical & Dental,Otolaryngologie,
2512,Medical & Dental,Surgical & Outpatients,Consultant
2513,Medical & Dental,Clinical Assessment Unit,
2514,Medical & Dental,Neurorehabilitation,
2515,Medical & Dental,Intensive Community Treatment Team,Consultant
2516,Medical & Dental,General Paediatrics,Specialty Doctor
2517,Medical & Dental,General,
2518,Medical & Dental,HPB,Specialty Registrar
2519,Medical & Dental,Gynaecological Oncology,Consultant
2520,Medical & Dental,EGSU,
2521,Medical & Dental,GERATOLOGY,
2522,Medical & Dental,Spinal Surgery,
2523,Medical & Dental,Hepatobiliary Surgery,
2524,Medical & Dental,Anaesthesia and ICU,Consultant
2525,Medical & Dental,Acute Medical Unit,Consultant
2526,Medical & Dental,Anaesthetics-Med Staffing,Doctor - Other
2527,Medical & Dental,Psychiatry - Personality Disorder,Specialty Doctor
2528,Medical & Dental,Specialised Division,Consultant
2529,Medical & Dental,medicine,Consultant
2530,Medical & Dental,Adults,7
2531,Medical & Dental,Psychiatry - Dual Diagnostics and Addictions,Consultant
2532,Medical & Dental,Cellular Pathology/Histopathology,Specialty Doctor
2533,Medical & Dental,ACF Obstetrics and Gynaecology ST1-ST3,Specialty Registrar
2534,Medical & Dental,Obesity,Doctor - Other
2535,Medical & Dental,General Adult Psychaitry,Consultant
2536,Medical & Dental,Dental,4
2537,Medical & Dental,Gastroenterology,Foundation Doctor
2538,Medical & Dental,Head & Neck,Consultant
2539,Medical & Dental,Head & Neck,Doctor - Other
2540,Medical & Dental,Liver,
2541,Medical & Dental,ACF Medical Microbiology ST3,Specialty Registrar
2542,Medical & Dental,ACF Cardiology ST3,Specialty Registrar
2543,Medical & Dental,Acute Paediatrics,
2544,Medical & Dental,"Consultant in Clinical Oncology (GI Oncology, Skin and Thyroid)",
2545,Medical & Dental,Head & neck,
2546,Medical & Dental,Immunology,
2547,Medical & Dental,Paediatric Endocrinology,Specialty Registrar
2548,Medical & Dental,Prenatal Cardiology,
2549,Medical & Dental,General Paediatrics,
2550,Medical & Dental,Clinical Support,Doctor - Other
2551,Medical & Dental,T&O - MSK Lower Limb Joint Arthroplasty,Consultant
2552,Medical & Dental,Head and Neck - Ophthalmology,Consultant
2553,Medical & Dental,Medicine for Older People,Foundation Doctor
2554,Medical & Dental,Emergency General Surgery,Consultant
2555,Medical & Dental,Endocrine Surgery,Consultant
2556,Medical & Dental,Trust Grade Doctor (Core Trainee Level),Doctor - Other
2557,Medical & Dental,GU Medicine,Doctor - Other
2558,Medical & Dental,Speciality Doctor in Haematology,
2559,Medical & Dental,Consultant in Histopathology,
2560,Medical & Dental,Psychiatry / Neuropsychiatry,Consultant
2561,Medical & Dental,Upper GI Surgery,
2562,Medical & Dental,Reconstructive Breast Surgery,Doctor - Other
2563,Medical & Dental,Intensive Care,Specialty Doctor
2564,Medical & Dental,Shrewsbury,Consultant
2565,Medical & Dental,Renal Transplantation,Specialty Registrar
2566,Medical & Dental,Anaesthetics and Perioperative Medicine,Specialty Registrar
2567,Medical & Dental,Neurosciences,
2568,Medical & Dental,Medicine and urgent care division,Specialty Registrar
2569,Medical & Dental,Acute Medical Unit,Doctor - Other
2570,Medical & Dental,Upper GI and Urology,Consultant
2571,Medical & Dental,General,Consultant
2572,Medical & Dental,"Gynae, CNS and Thyroid",Consultant
2573,Medical & Dental,Colorectal & Paediatrics,Consultant
2574,Medical & Dental,Adult,
2575,Medical & Dental,Senior Clinical Fellow Neonatology,
2576,Medical & Dental,Nursing Team,
2577,Medical & Dental,"Locum Consultant Paediatrician, GHH",Consultant
2578,Medical & Dental,Diabetes & Endocrinology,Doctor - Other
2579,Medical & Dental,Child & Adolescent Psychiatry CAMHS,Specialty Doctor
2580,Medical & Dental,ACF - General Practice ST3,Specialty Registrar
2581,Medical & Dental,Acute Medicine,7
2582,Medical & Dental,ACF General Practice ST1-ST3,Specialty Registrar
2583,Medical & Dental,ACF General Internal Medicine ST1,Specialty Registrar
2584,Medical & Dental,Neurointensive Care,
2585,Medical & Dental,ACF Renal Medicine ST1 - ST3,Specialty Registrar
2586,Medical & Dental,ACF General Suregery CT1 or CT2,Specialty Registrar
2587,Medical & Dental,ACF Endocrinology and Diabetes Mellitus ST1 -ST3,Specialty Registrar
2588,Medical & Dental,Acute Medicine & Infectious and Tropical Diseases,
2589,Medical & Dental,General Medicine / General Surgery / Psychiatry,
2590,Medical & Dental,ACF Geriatric Medicine ST1-ST3,Specialty Registrar
2591,Medical & Dental,"ACF Renal Medicine CT1,CT2 or ST3",Specialty Registrar
2592,Medical & Dental,National Infection Service,
2593,Medical & Dental,Obstetric and Gynaecology,
2594,Medical & Dental,Liaison Psych Kingston (A&OP),
2595,Medical & Dental,Working Age Adult Psychiatry,
2596,Medical & Dental,Radiotherapy,Doctor - Other
2597,Medical & Dental,SSC,Doctor - Other
2598,Medical & Dental,Secure Services,Consultant
2599,Medical & Dental,Paediatric Emergency Department,Specialty Registrar
2600,Medical & Dental,Obstetrician and Gynaecologist,Consultant
2601,Medical & Dental,Reproductive Medicine & Paediatric,Consultant
2602,Medical & Dental,"Children, Young People, Maternity and Families",
2603,Medical & Dental,Cardiothoracic Radiology,Consultant
2604,Medical & Dental,Clinical Fellow ST3+ in Respiratory Medicine,Doctor - Other
2605,Medical & Dental,Maxillofacial and Orthodontics,Consultant
2606,Medical & Dental,Haematopatholgy,
2607,Medical & Dental,Neuroendocrine Tumours,
2608,Medical & Dental,Neuro - Ophthalmology,Specialty Registrar
2609,Medical & Dental,Learning Disabilities,7
2610,Medical & Dental,Children's Services,Consultant
2611,Medical & Dental,Cardiac Surgery,Consultant
2612,Medical & Dental,Plastic Surgery & Burns,
2613,Medical & Dental,Intensive Care Unit,
2614,Medical & Dental,General Surgery - Colorectal,
2615,Medical & Dental,Endoscopy,Specialty Registrar
2616,Medical & Dental,Haematology & Blood Transfusion,
2617,Medical & Dental,Adult Inpatient service,
2618,Medical & Dental,Paediatric T&O Consultant,Consultant
2619,Medical & Dental,Head and Neck Radiologist,
2620,Medical & Dental,Cardiothoracic Radiologist,
2621,Medical & Dental,Lower Limb Arthoplasty,Consultant
2622,Medical & Dental,Muscukoskeletal Radiologist,
2623,Medical & Dental,General Medicine/ Rheumatology,
2624,Medical & Dental,Cardiology NPH,Doctor - Other
2625,Medical & Dental,Neuropsychiatry,
2626,Medical & Dental,GYNAECOLOGY,Consultant
2627,Medical & Dental,Acute Medicine & Emergency Services,Consultant
2628,Medical & Dental,Community Team,
2629,Medical & Dental,Paediatrics,Foundation Doctor
2630,Medical & Dental,General & Specialist Medicine,Specialty Registrar
2631,Medical & Dental,Neprology,
2632,Medical & Dental,Dental,6
2633,Medical & Dental,Paediatric Orthopaedic,
2634,Medical & Dental,Older persons Psychiatry,Consultant
2635,Medical & Dental,Critical Care & Anaesthetics,Consultant
2636,Medical & Dental,Cardiac surgery,
2637,Medical & Dental,Various Community Hospital across West Cumbria,Doctor - Other
2638,Medical & Dental,Specialty Medicine,Consultant
2639,Medical & Dental,Ophthalmlology,
2640,Medical & Dental,Cross Sectional Radiologist,Consultant
2641,Medical & Dental,Radiology Cross Sectional,Consultant
2642,Medical & Dental,Orthopeadics,Specialty Registrar
2643,Medical & Dental,Inflammatory Rheumatice Diseases,Consultant
2644,Medical & Dental,Child & Adolescent Mental Health,Consultant
2645,Medical & Dental,Clinical Diagnostic and Support Services,Consultant
2646,Medical & Dental,Senior Clinical Fellow,Doctor - Other
2647,Medical & Dental,#NAME?,Specialty Registrar
2648,Medical & Dental,Mental Health Services,Consultant
2649,Medical & Dental,Junior Specialist Dr (ST3+),Specialty Registrar
2650,Medical & Dental,ENT - Medical Staff,Consultant
2651,Medical & Dental,Radiology MSK,Consultant
2652,Medical & Dental,Medicine and Paediatrics,Doctor - Other
2653,Medical & Dental,Renal Transplant,
2654,Medical & Dental,Consultant Cellular Pathologist,Consultant
2655,Medical & Dental,Gynaecology,Specialty Registrar
2656,Medical & Dental,NIS,
2657,Medical & Dental,Drug Development,Doctor - Other
2658,Medical & Dental,Anaesthesia & Intensive Care,Consultant
2659,Medical & Dental,Advanced Head and Neck Surgery,Doctor - Other
2660,Medical & Dental,Clinical Research Fellow-Gynaecology Unit,Doctor - Other
2661,Medical & Dental,Transplant and Renal Medicine,Doctor - Other
2662,Medical & Dental,Community Child Health,Consultant
2663,Medical & Dental,Centres & Regions,
2664,Medical & Dental,Paediatric Anaesthesia,
2665,Medical & Dental,Renal Disorders,
2666,Medical & Dental,Mixed Specialty Posts,
2667,Medical & Dental,Consultant Trauma & Orthopaedic Surgeon with a Special Interest,
2668,Medical & Dental,Organ Retrieval and Transplant Surgery,Specialty Doctor
2669,Medical & Dental,Bariatric Surgery and Emergency General Surgery,Doctor - Other
2670,Medical & Dental,Fertility,Doctor - Other
2671,Medical & Dental,Gynaecology/Oncology,Consultant
2672,Medical & Dental,Cardio thoracic Surgery,Specialty Registrar
2673,Medical & Dental,Consultant Ophthalmologists,Consultant
2674,Medical & Dental,Oral Maxillo Facial Surgery,Specialty Doctor
2675,Medical & Dental,Acute Care,Doctor - Other
2676,Medical & Dental,Specialty Doctor in Gastroenterology,Specialty Doctor
2677,Medical & Dental,General Adult Inpatient Psychiatry,Specialty Doctor
2678,Medical & Dental,Clinical Fellow (ST3+),
2679,Medical & Dental,Adult Cystic Fibrosis,Doctor - Other
2680,Medical & Dental,Clinical Fellow CT1/2,
2681,Medical & Dental,Clinical Fellow (ST3+) in Cardiology,
2682,Medical & Dental,Clinical Fellow (ST3+) in General Medicine - 2 Posts,
2683,Medical & Dental,Clinical Fellow (CT1/2) in General Medicine,
2684,Medical & Dental,Medecine & Oncology,
2685,Medical & Dental,Clinical Pharmacology,Doctor - Other
2686,Medical & Dental,Medical Retina,Specialty Registrar
2687,Medical & Dental,Obs & Gynae Medical Staff - RLH,Doctor - Other
2688,Medical & Dental,Women's Service,Doctor - Other
2689,Medical & Dental,Spinal Injuries,Doctor - Other
2690,Medical & Dental,Colorectal,Specialty Registrar
2691,Medical & Dental,DMOP/Stroke/Cardiology/Diabetes/Chest,6
2692,Medical & Dental,Rheumatology/Neuro-Rehab,
2693,Medical & Dental,Diabetes and Endocrinology,Specialty Doctor
2694,Medical & Dental,Old Age,Specialty Doctor
2695,Medical & Dental,CAMHS,Specialty Doctor
2696,Medical & Dental,Burns,
2697,Medical & Dental,Paediatric Endocrinology,Doctor - Other
2698,Medical & Dental,Working Age Adult Psychiatry,Consultant
2699,Medical & Dental,Reproductive Medicine,Doctor - Other
2700,Medical & Dental,Gastroenterology with Interest in Emergency Gastroenterology,Consultant
2701,Medical & Dental,Cystic Fibrosis,
2702,Medical & Dental,Surgical Head and Neck,Specialty Doctor
2703,Medical & Dental,Paediatrics Department,Specialty Registrar
2704,Medical & Dental,General Paediatrician,Consultant
2705,Medical & Dental,"Plastic Surgery, Hand Surgery",Consultant
2706,Medical & Dental,NUH Orthopaedics Med Staff,Specialty Registrar
2707,Medical & Dental,SENIOR CLINICAL FELLOW,Specialty Registrar
2708,Medical & Dental,Anaesthetics & Critical Care,Specialty Registrar
2709,Medical & Dental,Genitourinary Medicine/HIV,Specialty Doctor
2710,Medical & Dental,ENT/Otolaryngology,Consultant
2711,Medical & Dental,Medicine & Surgery,Doctor - Other
2712,Medical & Dental,Quality Improvement,
2713,Medical & Dental,Cardiothoracic Surgery,Specialty Registrar
2714,Medical & Dental,Psychosexual Medicine,
2715,Medical & Dental,ICU/Emergency Medicine,Specialty Registrar
2716,Medical & Dental,Consultant with Special Interest on Urogynaecology,Consultant
2717,Medical & Dental,GPwSI in Urgent Care,Specialty Doctor
2718,Medical & Dental,Clinical Oncology,Specialty Registrar
2719,Medical & Dental,Medical Specialties,Specialty Registrar
2720,Medical & Dental,Paediatric Neurosurgery,
2721,Medical & Dental,Neonatal Transport,Specialty Registrar
2722,Medical & Dental,Older Adults Mental Health,Specialty Doctor
2723,Medical & Dental,CONSULTANT,Consultant
2724,Medical & Dental,Child and Adolescent Mental Health Services,Consultant
2725,Medical & Dental,Geratology,Consultant
2726,Medical & Dental,Anaesthesia & Intensive Care,
2727,Medical & Dental,"Palliative Medicine, Acute Oncology Services and Haematology",
2728,Medical & Dental,PALLIATIVE MEDICINE,Consultant
2729,Medical & Dental,Upper GI Surgery,Doctor - Other
2730,Medical & Dental,Consultant in Pain Management/Anaesthetics,Consultant
2731,Medical & Dental,Head and Neck Fellow;Paediatric Fellow;Rhinology Fellow,Specialty Doctor
2732,Medical & Dental,Colorectal/General Surgery,Specialty Registrar
2733,Medical & Dental,Emergency Surgery and Elective Care,
2734,Medical & Dental,Vascular and General Surgery,Doctor - Other
2735,Medical & Dental,Tier 4 - Inpatient,Consultant
2736,Medical & Dental,Junior Clinical Fellow,
2737,Medical & Dental,General Surgery and Urology,
2738,Medical & Dental,Endocrinology,Consultant
2739,Medical & Dental,Older Adult Psychoiatry,Consultant
2740,Medical & Dental,Medical Post,
2741,Medical & Dental,geriatric and general medicine,
2742,Medical & Dental,Maxillofacial Surgery,
2743,Medical & Dental,Major Trauma/Acute Care Surgery,
2744,Medical & Dental,emergency medicine,
2745,Medical & Dental,Chronic Lung Infection,Consultant
2746,Medical & Dental,"Body, Bones and Mind",
2747,Medical & Dental,Internal Medicine,Doctor - Other
2748,Medical & Dental,Palliative,Specialty Doctor
2749,Medical & Dental,Assistant Medical Director,
2750,Medical & Dental,T&O & Surgery,
2751,Medical & Dental,General/Elderly Medicine,
2752,Medical & Dental,Specialty Registrar Neonates,Specialty Doctor
2753,Medical & Dental,Genito Urinary Medicine,Doctor - Other
2754,Medical & Dental,POPS - Ageing and Health,
2755,Medical & Dental,Breast and Endocrine,Consultant
2756,Medical & Dental,Bone Marrow Transplantation,
2757,Medical & Dental,Immune Effector Cell,
2758,Medical & Dental,Corneal,
2759,Medical & Dental,Genomic Medicine,Doctor - Other
2760,Medical & Dental,SCF,Doctor - Other
2761,Medical & Dental,Plastics,Doctor - Other
2762,Medical & Dental,Chronic Pain,
2763,Medical & Dental,Medical/Training,
2764,Medical & Dental,O & G,Specialty Registrar
2765,Medical & Dental,Trust Specialist Registrar in Obstetrics & Gynaecology,Specialty Registrar
2766,Medical & Dental,Anaesthetic Department,
2767,Medical & Dental,Wotton Lawn/Cheltenham/Tewkesbury and North Cotswold,Specialty Doctor
2768,Medical & Dental,ACCU,Doctor - Other
2769,Medical & Dental,Widening Access to Specialty Training,Foundation Doctor
2770,Medical & Dental,Wotton Lawn/Stroud,Specialty Doctor
2771,Medical & Dental,Medical Staffing - RLHIM,
2772,Medical & Dental,Paediatrics and Neonatology,
2773,Medical & Dental,Paediatrician with special interest in Neonatal Medicine,Consultant
2774,Medical & Dental,Oncoplastic Breast Surgery,Consultant
2775,Medical & Dental,Lower GI,Doctor - Other
2776,Medical & Dental,O&G,Doctor - Other
2777,Medical & Dental,Sexual Health & HIV,
2778,Medical & Dental,Neuroradiology,Specialty Registrar
2779,Medical & Dental,Paediatric & Haematology,
2780,Medical & Dental,Geriatric Medicine,Specialty Doctor
2781,Medical & Dental,Haemotology,
2782,Medical & Dental,General Adult Inpatient Psychiatry,Consultant
2783,Medical & Dental,MAU,Doctor - Other
2784,Medical & Dental,GP Dispensary,
2785,Medical & Dental,GP Training,
2786,Medical & Dental,PAEDIATRIC HEPATOBILIARY SURGERY AND TRANSPLANTATION,Specialty Registrar
2787,Medical & Dental,GP Surgeries,
2788,Medical & Dental,Elderley,
2789,Medical & Dental,"Obstetric, Gynaecology and Integrated Sexual Health Directorate",
2790,Medical & Dental,Thrombolysis /Ischaemic Troke,Consultant
2791,Medical & Dental,Locum Appointment for Service (LAS),
2792,Medical & Dental,Womens & Children,Specialty Doctor
2793,Medical & Dental,Primrose Surgery,
2794,Medical & Dental,Interventional Radiology,
2795,Medical & Dental,Clinical genetics,
2796,Medical & Dental,Low Secure Psychiatry,
2797,Medical & Dental,Trauma & Orthopaedics (includ. Surgery cross cover),Doctor - Other
2798,Medical & Dental,Senior Medical Adult Services,Consultant
2799,Medical & Dental,Integrated Urgent Care,Doctor - Other
2800,Medical & Dental,non Training F2 & CMT,
2801,Medical & Dental,"Urgent, Emergency & Trauma",Specialty Doctor
2802,Medical & Dental,PRUH Ophthalmology Med Staff,
2803,Medical & Dental,Older Peoples Mental Health,
2804,Medical & Dental,Diabetes,Specialty Doctor
2805,Medical & Dental,Rehabilitation & Recovery (Mental Health),
2806,Medical & Dental,medical,
2807,Medical & Dental,Psychiatry LD,Consultant
2808,Medical & Dental,Oral and Maxillofacial Surgery,Specialty Registrar
2809,Medical & Dental,Osteoporosis and Metabolic Bone Disease,
2810,Medical & Dental,Anaesthetics and Critical Care,Consultant
2811,Medical & Dental,General Pychiatry,Specialty Doctor
2812,Medical & Dental,Brain,Specialty Registrar
2813,Medical & Dental,Paediatric Metabolic Disease,
2814,Medical & Dental,"Inpatient, Rehabilitation and Crisis",Specialty Registrar
2815,Medical & Dental,Learning Disability Clinical Academic Group,
2816,Medical & Dental,Intensive Care Medicine & Intensive Care & Anaesthetics,Consultant
2817,Medical & Dental,Adnexal,
2818,Medical & Dental,AEC,Specialty Doctor
2819,Medical & Dental,Specialist Medicine,Specialty Doctor
2820,Medical & Dental,Plastic & Reconstrutive Surery,Doctor - Other
2821,Medical & Dental,Acute and General Medicine,Specialty Registrar
2822,Medical & Dental,"Critical Care, Medicine, A&E,Care of the Elderly,Anaesthetics,",
2823,Medical & Dental,A&E Department,Specialty Registrar
2824,Medical & Dental,"Medicine, A&E, Surgery, Anaesthetics,",
2825,Medical & Dental,Cardiac Surgery & Cardiopulmonary Transplantation,Consultant
2826,Medical & Dental,Audiovestibular Medicine,Specialty Registrar
2827,Medical & Dental,Anaesthesia & ICU,Specialty Doctor
2828,Medical & Dental,Forensic/ Adult Psychiatry,Specialty Doctor
2829,Medical & Dental,Research,Doctor - Other
2830,Medical & Dental,A&E,Foundation Doctor
2831,Medical & Dental,Breast Radiology Symptomatic & Screening,Consultant
2832,Medical & Dental,Mickleover Surgery,
2833,Medical & Dental,CAMHS Crisis Pathway,Consultant
2834,Medical & Dental,ULTRASOUND MSK,
2835,Medical & Dental,Head & Neck,Specialty Registrar
2836,Medical & Dental,MSK & INJECTIONS,
2837,Medical & Dental,Spinal Services,Consultant
2838,Medical & Dental,Medicine & Acute,
2839,Medical & Dental,General Practice / Obstetrics & Gynaecology / General Medicine,
2840,Medical & Dental,,5
2841,Medical & Dental,GP MIU,Doctor - Other
2842,Medical & Dental,ITU,Consultant
2843,Medical & Dental,Renal,Consultant
2844,Medical & Dental,Pain Management/Anaesthesia,Consultant
2845,Medical & Dental,Trauma & Orthopaedic Surgery,Specialty Doctor
2846,Medical & Dental,"General Surgery,Gynaecology,Plastics,Trauma & Urology",Consultant
2847,Medical & Dental,Cardiac Research,
2848,Medical & Dental,Accident & Emergency,Specialty Registrar
2849,Medical & Dental,Paediatrician,Consultant
2850,Medical & Dental,Special Interest in Paediatrics,
2851,Medical & Dental,ANAESTHETICS,Specialty Registrar
2852,Medical & Dental,Elective orthopaedics,
2853,Medical & Dental,Medical Psychotherapy,Consultant
2854,Medical & Dental,Neonatal,Doctor - Other
2855,Medical & Dental,GP QI fellow,
2856,Medical & Dental,Diagnostic Neuroradiology,
2857,Medical & Dental,Chemical Pathology,Consultant
2858,Medical & Dental,"Aneasthesia, Cardiothoracic",Specialty Registrar
2859,Medical & Dental,Paediatric Nephrology,
2860,Medical & Dental,Hillingdon Child and Adolescent Mental Health Service,Consultant
2861,Medical & Dental,Cardioloty,
2862,Medical & Dental,Renal,Foundation Doctor
2863,Medical & Dental,General Adult Psychiatry (Inpatient),
2864,Medical & Dental,Medicine for Older People (Specialist Interest in Stroke),Consultant
2865,Medical & Dental,Consultant Psychiatrist,Consultant
2866,Medical & Dental,Clinical Fellow ST3+ in Trauma & Orthopaedics Special Interest in Foot and Ankle,Doctor - Other
2867,Medical & Dental,Community Care,Doctor - Other
2868,Medical & Dental,Theatres,Specialty Registrar
2869,Medical & Dental,Child Psychiatry,
2870,Medical & Dental,ICU/ ED,
2871,Medical & Dental,Oral and maxillofacial surgery,
2872,Medical & Dental,Elective Orthopaedics,
2873,Medical & Dental,Limb Reconstruction,Specialty Registrar
2874,Medical & Dental,Specialist Medicine,Specialty Registrar
2875,Medical & Dental,Stroke Physician,Consultant
2876,Medical & Dental,Upper Gastro Intestinal,Doctor - Other
2877,Medical & Dental,Learning Disability Community Services,
2878,Medical & Dental,TACC,
2879,Medical & Dental,Trauma & Orthopaedic Surgery,Specialty Registrar
2880,Medical & Dental,Stroke Department,Consultant
2881,Medical & Dental,Anaestetics,Doctor - Other
2882,Medical & Dental,Olde Age Liaison Psychiatry,Consultant
2883,Medical & Dental,HPB & Endocrine Surgery,
2884,Medical & Dental,Specialist medicine,Specialty Registrar
2885,Medical & Dental,Eldercare,Consultant
2886,Medical & Dental,Elder Care,Consultant
2887,Medical & Dental,Asthma,Consultant
2888,Medical & Dental,Health & Wellbeing Directorate,
2889,Medical & Dental,"Diabetes, Endrocrinology & General (Internal) Medicine",Doctor - Other
2890,Medical & Dental,ELDERLY CARE,Consultant
2891,Medical & Dental,"Ear, Nose and Throat",Doctor - Other
2892,Medical & Dental,Medicine,7
2893,Medical & Dental,Functional & Benign Reconstruction,Consultant
2894,Medical & Dental,Obstetrics and Gynaecology (Fertility),Consultant
2895,Medical & Dental,Obstetrics and Gynaecology (Audit Lead),Consultant
2896,Medical & Dental,Obstetrics and Gynaecology (Simulation),Consultant
2897,Medical & Dental,Integrated Sexual Health,Specialty Doctor
2898,Medical & Dental,Adult Critical Care,Doctor - Other
2899,Medical & Dental,Trauma & Orthopaedic Surgery,
2900,Medical & Dental,Cardiothoracic Anaesthesia,Specialty Registrar
2901,Medical & Dental,Thoracic Radiology,Consultant
2902,Medical & Dental,"General Surgery, Upper and Bariatric",Consultant
2903,Medical & Dental,Darzi Fellowship,
2904,Medical & Dental,"Acute Medicine, General Medicine",
2905,Medical & Dental,Diabetes and Endocrinology & GIM,Consultant
2906,Medical & Dental,Child Health,
2907,Medical & Dental,Neonates,Specialty Doctor
2908,Medical & Dental,Spinal Injuries,Specialty Doctor
2909,Medical & Dental,ITU,Specialty Doctor
2910,Medical & Dental,Dental and Maxillo Facial,Consultant
2911,Medical & Dental,Obs and Gynaecology,Specialty Registrar
2912,Medical & Dental,Obstetrics & Gynaecolog,Doctor - Other
2913,Medical & Dental,Neonatal Care,
2914,Medical & Dental,Urgent & Integrated Care,
2915,Medical & Dental,Medicine - Respiratory-Acute-Cardiology,Foundation Doctor
2916,Medical & Dental,Local Public Health Teams,
2917,Medical & Dental,Eating Disorders,Specialty Doctor
2918,Medical & Dental,Salaried GPs,
2919,Medical & Dental,Specialty Doctor in Breast Surgery,Specialty Doctor
2920,Medical & Dental,General Surgery - Upper GI,Consultant
2921,Medical & Dental,Colorectal Surgery,Foundation Doctor
2922,Medical & Dental,Medicine for the Elderly,Specialty Registrar
2923,Medical & Dental,Consultant Haematologist,Consultant
2924,Medical & Dental,Breast & Endocrine Surgery,Specialty Doctor
2925,Medical & Dental,Oral and Maxillofacial,
2926,Medical & Dental,Critical Care/Anaesthetics,Specialty Doctor
2927,Medical & Dental,Colorectal & Peritoneal Malignancy,
2928,Medical & Dental,Low Secure & Rehabilitation Psychiatry,Consultant
2929,Medical & Dental,Specialist interest in Colorectal,Consultant
2930,Medical & Dental,ENT and Head & Neck Surgery,Doctor - Other
2931,Medical & Dental,Sleep Medicine,
2932,Medical & Dental,Neurosurgery,Foundation Doctor
2933,Medical & Dental,Anaesthetist,Consultant
2934,Medical & Dental,Hepatology,Specialty Doctor
2935,Medical & Dental,Consultant in Acute Medicine,
2936,Medical & Dental,Older Persons Mental Health and Adult Mental Health,Consultant
2937,Medical & Dental,Research and Innovation,Doctor - Other
2938,Medical & Dental,Junior Clinical Fellow in Critical Care Medicine,
2939,Medical & Dental,"General, Emergency & Colorectal Surgery",
2940,Medical & Dental,St Mark's Medicine/Gastroenterology,Specialty Registrar
2941,Medical & Dental,SPINAL INJURIES,Consultant
2942,Medical & Dental,Medicine and Urgent Care Division,Doctor - Other
2943,Medical & Dental,Blood taking,
2944,Medical & Dental,Forensics,Consultant
2945,Medical & Dental,Surgical and Outpatients Division,Doctor - Other
2946,Medical & Dental,doctor,Specialty Registrar
2947,Medical & Dental,Adult Mental Health Service (ADMH),Specialty Doctor
2948,Medical & Dental,Surgery and Outpatients,Consultant
2949,Medical & Dental,Clinical Governance,Consultant
2950,Medical & Dental,Operational/ Productivity,Consultant
2951,Medical & Dental,Cellular Pathology/Histopathology,
2952,Medical & Dental,Microbiology & Infection Control,Consultant
2953,Medical & Dental,OMF,Consultant
2954,Medical & Dental,"Gastro-intestinal, lung, urological, renal, head and neck, gynaecological or breast",
2955,Medical & Dental,INFECTIOUS DISEASES/MICROBIOLOGY/VIROLOGY,Doctor - Other
2956,Medical & Dental,Urology/General Surgery/Trauma & Orthopaedics Surgery,Specialty Registrar
2957,Medical & Dental,Older People's Medicine,Specialty Registrar
2958,Medical & Dental,Acute & Specialist Medicine,Specialty Registrar
2959,Medical & Dental,Clinical Research Fellow,
2960,Medical & Dental,Psychiatry and Palliative Care,
2961,Medical & Dental,Ward 1 (Male P.I.C.U.),
